1537.348063;2265.229846;1943.068024
1408.599806;2191.548843;1827.683569
1414.341068;2121.738718;1757.021812
1397.110012;2230.284828;1698.320115
1365.765114;2099.302550;1650.359549
1333.198296;2075.220739;1599.595389
1317.901723;2105.066279;1556.593558
1254.143802;2171.203937;1500.515751
1253.195102;2064.573999;1448.135848
1239.678734;1968.272614;1409.383387
1221.015211;1910.651486;1374.338768
1154.817413;1887.948105;1338.572409
1138.186459;1721.400204;1303.027842
1119.512624;1787.282977;1283.909900
1007.733044;1692.163532;1255.715132
1023.153604;1855.284227;1213.302452
975.551465;1678.001308;1159.439626
968.671673;1498.407155;1108.348099
956.681519;1428.005532;1055.902773
925.628784;1429.441840;1021.025063
925.628784;1483.619571;997.617598
919.093893;1656.253668;978.328907
899.772966;1487.883403;978.176175
899.772966;1812.299910;991.889144
898.547464;1534.293466;999.954165
887.054061;1797.701284;999.226168
887.054061;1587.657196;936.937642
859.669567;1165.078899;905.903745
835.481813;1231.709616;904.155431
835.481813;1208.691818;900.837723
828.640240;1188.739271;893.883805
827.274229;1259.512410;891.003954
810.513339;1234.552273;877.177594
805.704279;1384.387828;862.266859
794.121641;1415.861447;859.006786
778.115621;1502.502949;872.168084
778.115621;1627.170945;884.976271
772.119881;1843.289966;899.517678
761.032368;1627.170945;891.199895
764.999346;1866.150189;894.429334
747.295687;1576.949357;892.381027
739.816791;1446.334054;869.850016
735.254793;1582.372523;860.732589
735.254793;1421.471547;834.410894
724.573387;1351.428930;818.097664
724.573387;1436.188864;822.327385
707.320802;2438.939805;824.149700
689.970432;2438.939805;837.592536
691.861751;1339.494367;806.444318
679.143288;1403.012171;791.139734
666.415888;1415.482762;766.611784
641.763401;1336.975720;752.378485
641.763401;1414.592637;754.402551
641.155746;1383.342584;737.241883
638.324312;1332.492876;695.424703
638.351425;891.332482;666.275190
627.570178;851.807515;653.927563
625.557654;800.404182;648.113816
623.677232;819.733511;646.699285
623.677232;795.712997;644.325983
614.339065;822.335179;645.190060
597.189999;934.433927;643.870009
591.722685;854.829736;636.620258
591.722685;898.215995;633.408321
580.985832;1088.006947;634.798151
580.985832;1124.925323;632.245431
571.567948;1229.449949;634.773822
564.311646;1256.363953;624.259021
564.311646;1011.489188;611.965054
561.037415;771.427029;590.896429
553.781113;742.510927;582.973044
552.171328;847.939138;579.535543
552.171328;832.525128;574.914740
549.125553;850.928534;575.103947
548.174715;865.770242;575.689211
539.744447;844.730968;567.139660
539.744447;791.851660;565.053471
537.011291;789.582878;568.655306
537.011291;826.747272;567.515891
535.126299;841.168527;566.624423
535.126299;786.537103;553.566246
528.570679;748.898707;549.669773
528.570679;762.015946;549.289379
521.362174;721.194113;545.229753
521.362174;826.162942;542.200652
513.954054;772.448341;547.364212
514.879966;823.160267;553.311822
514.879966;821.261333;550.924049
514.879966;838.076066;547.096646
509.759927;917.289976;549.467265
509.759927;859.119050;537.203572
502.895043;825.556786;529.676454
502.895043;688.386671;522.528770
500.161887;682.024392;520.142325
489.699985;670.490161;516.761094
486.808246;666.537462;512.536500
482.190098;672.629802;508.414816
482.190098;670.408966;505.280173
482.190098;834.790856;504.250617
476.666218;661.391815;496.179316
476.666218;670.398638;491.408534
458.783138;638.379108;488.147636
458.783138;656.773667;487.921370
453.259258;662.377353;486.024361
453.259258;682.386426;485.812714
453.259258;678.196397;488.186048
448.543826;792.160117;490.036485
448.543826;727.589784;474.572935
448.543826;618.613810;462.840942
448.543826;612.280675;461.133590
448.543826;644.360092;462.484596
448.543826;616.908472;464.608317
448.543826;638.977933;464.462966
452.576942;629.490641;465.002882
452.983985;639.644660;465.175879
452.983985;632.095186;464.472853
446.644821;615.511274;463.073417
443.639034;619.668571;463.199547
427.408283;656.419303;463.335792
450.215658;613.212780;459.807891
424.234807;604.088513;459.336726
424.234807;659.748613;459.897857
442.759769;607.994111;457.442404
447.519204;605.420733;457.939253
440.258706;623.185449;456.474490
448.216762;633.166902;454.732069
439.873588;604.337467;454.423063
438.407242;629.728050;454.627462
444.345728;629.342932;454.004904
438.022124;598.101253;455.127518
441.864559;612.810030;455.325287
442.653085;601.374690;453.672088
442.822453;619.160964;454.406848
441.705549;608.603559;454.029282
440.775842;601.268688;450.905164
439.061274;622.709223;451.644883
438.520781;611.396584;451.620605
438.566301;620.499682;448.133864
414.379528;627.387476;448.188795
411.194760;652.188967;447.837038
411.194760;655.418153;447.700905
411.194760;666.245378;447.124425
431.294512;566.525419;445.010255
429.443048;596.037460;446.544392
431.294512;614.087864;446.322448
435.381534;593.283063;444.985382
429.443048;595.874379;445.789797
410.716772;600.889402;445.288397
410.716772;653.158830;446.337274
410.716772;604.426177;445.346298
410.716772;593.778061;445.333559
430.816523;623.724719;446.245105
432.648484;613.743266;445.843940
434.903545;600.535911;445.641196
430.816523;620.285867;445.235854
430.816523;598.374522;444.895931
425.716772;605.524287;446.838230
433.993155;600.535911;445.915230
425.716772;620.285867;445.388239
433.993155;595.770983;445.748620
432.807494;616.836926;445.333741
429.737003;623.724719;443.038762
420.550229;608.443333;440.166996
428.429478;583.381986;440.390562
429.737003;600.714200;440.173146
423.989318;608.443333;440.151511
420.550229;600.714200;440.002399
427.481942;618.558177;439.900907
404.448767;598.158172;439.987136
404.448767;760.682409;440.128299
428.635540;599.612738;438.031732
426.539489;617.456714;439.937772
428.635540;592.827970;439.785589
428.635540;588.724589;439.672977
428.635540;617.456714;439.150080
423.316729;597.574058;439.874402
427.328015;589.502978;438.982640
426.920972;607.475261;439.194658
428.635540;617.456714;440.016965
432.891692;610.568921;439.129088
426.920972;591.557432;438.846093
428.635540;588.225312;439.013910
419.448767;583.368001;438.594484
423.316729;592.827970;438.672790
422.887856;573.810077;438.198469
428.635540;597.574058;438.003934
404.024271;579.976242;438.404199
404.448767;743.563666;439.158291
419.448767;614.017862;440.805833
427.328015;597.574058;439.815979
428.635540;597.574058;438.654343
419.448767;607.341871;439.547642
404.448767;607.341871;439.691665
404.448767;633.155108;439.337514
428.635540;590.079736;438.660663
423.316729;610.568921;439.505290
419.448767;592.140128;440.799138
428.635540;610.568921;438.745602
404.448767;586.464623;439.280862
404.448767;614.017862;439.733700
404.448767;649.812671;439.406975
432.467197;617.456714;439.134983
428.635540;590.079736;437.863476
424.548518;578.331770;438.074761
428.635540;599.612738;440.259047
404.448767;594.621397;438.539871
404.448767;649.812671;438.557021
